method,full_graph,gpu,experiment,stage,mask_size,mask_fraction,mse,mae,mdae,rmse,time,inference_time
tikhonov,True,True,blackout,val,60,0.01,1.1491167545318604,0.8567503690719604,0.726269006729126,1.0719685554504395,0.36025476455688477,
tikhonov,True,True,blackout,val,150,0.01,1.1244126558303833,0.8443616032600403,0.7080868482589722,1.0603832006454468,0.32544851303100586,
tikhonov,True,True,blackout,val,300,0.01,1.106014609336853,0.8386764526367188,0.7060281038284302,1.051672339439392,0.33109378814697266,
tikhonov,True,True,blackout,test,30,0.01,1.1217650175094604,0.8375760912895203,0.700072169303894,1.0591341257095337,0.5114719867706299,
tikhonov,True,True,blackout,test,60,0.01,1.0795273780822754,0.827174961566925,0.6942602396011353,1.0390028953552246,0.14201593399047852,
tikhonov,True,True,blackout,test,150,0.01,1.0773921012878418,0.8253393173217773,0.6847337484359741,1.0379749536514282,0.238983154296875,
tikhonov,True,True,blackout,test,300,0.01,1.0887329578399658,0.8320128321647644,0.7015255093574524,1.0434236526489258,0.16553473472595215,
tikhonov,True,True,maintenance,train,1,0.01,1.1245492696762085,0.8467358350753784,0.7176400423049927,1.0604476928710938,5.4079670906066895,
tikhonov,True,True,maintenance,train,2,0.01,1.1291253566741943,0.8465707302093506,0.7125204801559448,1.0626031160354614,5.5276525020599365,
tikhonov,True,True,maintenance,train,7,0.01,1.1062215566635132,0.8380703926086426,0.7065519094467163,1.051770567893982,3.416823625564575,
tikhonov,True,True,maintenance,train,14,0.01,1.1058403253555298,0.8399950265884399,0.7126035094261169,1.0515894889831543,4.096951246261597,
tikhonov,True,True,maintenance,val,1,0.01,1.1079949140548706,0.8361480236053467,0.7023637890815735,1.052613377571106,0.4635457992553711,
tikhonov,True,True,maintenance,val,2,0.01,1.1056337356567383,0.8374555706977844,0.7053689956665039,1.051491141319275,0.4441509246826172,
tikhonov,True,True,maintenance,val,7,0.01,1.1208481788635254,0.8435062766075134,0.707847535610199,1.0587011575698853,0.343320369720459,
tikhonov,True,True,maintenance,val,14,0.01,1.1706914901733398,0.8600462079048157,0.7292886972427368,1.0819848775863647,0.3592715263366699,
tikhonov,True,True,maintenance,test,1,0.01,1.0837358236312866,0.8382259011268616,0.7220869064331055,1.0410263538360596,0.12598490715026855,
tikhonov,True,True,maintenance,test,2,0.01,1.1386524438858032,0.8517941236495972,0.7160218954086304,1.067076563835144,0.12889552116394043,
tikhonov,True,True,maintenance,test,7,0.01,0.9879192113876343,0.7934978008270264,0.6688544750213623,0.9939412474632263,0.14638137817382812,
tikhonov,True,True,maintenance,test,14,0.01,1.083870768547058,0.8286566734313965,0.6991531848907471,1.0410912036895752,0.13008975982666016,
tikhonov,False,True,random,train,0.01,nan,1.1141844987869263,0.8485832810401917,0.7232599258422852,1.0555493831634521,4.2332422733306885,
tikhonov,False,True,random,train,0.02,nan,1.1179152727127075,0.8407154679298401,0.7026032209396362,1.0573151111602783,3.583242416381836,
tikhonov,False,True,random,train,0.05,nan,1.1495872735977173,0.8546603918075562,0.7257651090621948,1.0721880197525024,1.9446375370025635,
tikhonov,False,True,random,train,0.1,nan,1.1413565874099731,0.8508114814758301,0.7166977524757385,1.0683428049087524,1.8651256561279297,
tikhonov,False,True,random,val,0.01,nan,1.0693700313568115,0.8105935454368591,0.6755273938179016,1.034103512763977,0.16043472290039062,
tikhonov,False,True,random,val,0.02,nan,1.1585078239440918,0.8661009073257446,0.7455572485923767,1.0763399600982666,0.17630219459533691,
tikhonov,False,True,random,val,0.05,nan,1.1299479007720947,0.8453877568244934,0.7097411751747131,1.0629901885986328,0.17513394355773926,
tikhonov,False,True,random,val,0.1,nan,1.1600912809371948,0.8584508299827576,0.7192001938819885,1.077075481414795,0.14383363723754883,
tikhonov,False,True,random,test,0.01,nan,1.0280430316925049,0.8057979345321655,0.6632152795791626,1.0139245986938477,0.07606029510498047,
tikhonov,False,True,random,test,0.02,nan,1.1095085144042969,0.8385831713676453,0.7169509530067444,1.0533320903778076,0.05704855918884277,
tikhonov,False,True,random,test,0.05,nan,1.0795824527740479,0.834183394908905,0.7121423482894897,1.039029598236084,0.07581639289855957,
tikhonov,False,True,random,test,0.1,nan,1.131251335144043,0.8427937626838684,0.7120927572250366,1.0636030435562134,0.09322643280029297,
tikhonov,False,True,blackout,train,30,0.01,1.1344467401504517,0.8468334674835205,0.7179443836212158,1.0651040077209473,2.488811492919922,
tikhonov,False,True,blackout,train,60,0.01,1.1616183519363403,0.8548106551170349,0.710353672504425,1.0777840614318848,3.565300464630127,
tikhonov,False,True,blackout,train,150,0.01,1.1308958530426025,0.8523520827293396,0.7184195518493652,1.0634357929229736,1.7207622528076172,
tikhonov,False,True,blackout,train,300,0.01,1.1973083019256592,0.8635532259941101,0.7193042039871216,1.0942158699035645,1.8321616649627686,
tikhonov,False,True,blackout,val,30,0.01,1.096684217453003,0.8385335803031921,0.699567973613739,1.047226905822754,0.22327756881713867,
tikhonov,False,True,blackout,val,60,0.01,1.1009812355041504,0.8356104493141174,0.7099489569664001,1.04927659034729,0.14284014701843262,
tikhonov,False,True,blackout,val,150,0.01,1.022723913192749,0.8034689426422119,0.6678520441055298,1.0112982988357544,0.19322872161865234,
tikhonov,False,True,blackout,val,300,0.01,1.1031463146209717,0.8312364816665649,0.6862806081771851,1.0503077507019043,0.1537919044494629,
tikhonov,False,True,blackout,test,30,0.01,1.043799638748169,0.810925304889679,0.6838133335113525,1.021665096282959,0.0761268138885498,
tikhonov,False,True,blackout,test,60,0.01,0.9904235601425171,0.7861671447753906,0.6663227081298828,0.9952002763748169,0.09031271934509277,
tikhonov,False,True,blackout,test,150,0.01,1.1760309934616089,0.8594851493835449,0.7291641235351562,1.0844496488571167,0.11282968521118164,
tikhonov,False,True,blackout,test,300,0.01,1.0637280941009521,0.8231871724128723,0.7009812593460083,1.0313719511032104,0.09777617454528809,
tikhonov,False,True,maintenance,train,1,0.01,1.093471884727478,0.836896538734436,0.7132858037948608,1.0456920862197876,3.189042091369629,
tikhonov,False,True,maintenance,train,2,0.01,1.0564016103744507,0.8252779841423035,0.7039786577224731,1.0278140306472778,3.464545488357544,
tikhonov,False,True,maintenance,train,7,0.01,1.0853447914123535,0.8325479626655579,0.7006934881210327,1.0417988300323486,1.8634843826293945,
tikhonov,False,True,maintenance,train,14,0.01,1.086837649345398,0.8208609223365784,0.684349536895752,1.0425150394439697,2.2732253074645996,
tikhonov,False,True,maintenance,val,1,0.01,1.187096118927002,0.8696751594543457,0.7219871282577515,1.0895394086837769,0.1936662197113037,
tikhonov,False,True,maintenance,val,2,0.01,1.16134512424469,0.8546032309532166,0.7113454341888428,1.0776572227478027,0.185255765914917,
tikhonov,False,True,maintenance,val,7,0.01,1.097546935081482,0.8333033323287964,0.7013869285583496,1.0476386547088623,0.14049291610717773,
tikhonov,False,True,maintenance,val,14,0.01,nan,nan,nan,nan,0.19747471809387207,
tikhonov,False,True,maintenance,test,1,0.01,1.2080914974212646,0.8786466717720032,0.7657910585403442,1.0991321802139282,0.06691622734069824,
tikhonov,False,True,maintenance,test,2,0.01,0.9791771173477173,0.8152936697006226,0.7290022373199463,0.9895337224006653,0.06985878944396973,
tikhonov,False,True,maintenance,test,7,0.01,nan,nan,nan,nan,0.0914764404296875,
tikhonov,False,True,maintenance,test,14,0.01,nan,nan,nan,nan,0.05245471000671387,
tikhonov,False,False,random,train,0.01,nan,0.003612285712733865,0.034223172813653946,0.01667892560362816,0.06010229513049126,7.218945264816284,
tikhonov,False,False,random,train,0.02,nan,0.003606170881539583,0.03438974916934967,0.01668408513069153,0.06005139648914337,6.502385377883911,
tikhonov,False,False,random,train,0.05,nan,0.003641527844592929,0.03479311615228653,0.017127707600593567,0.06034509837627411,5.417541265487671,
tikhonov,False,False,random,train,0.1,nan,0.0037633127067238092,0.03557181358337402,0.01758689060807228,0.06134587526321411,5.745183706283569,
tikhonov,False,False,random,val,0.01,nan,0.001882885000668466,0.024155814200639725,0.011013120412826538,0.04339222237467766,1.2447929382324219,
tikhonov,False,False,random,val,0.02,nan,0.0017763886135071516,0.02366059646010399,0.010864347219467163,0.04214722290635109,1.1730949878692627,
tikhonov,False,False,random,val,0.05,nan,0.0017165011959150434,0.02336687594652176,0.010703802108764648,0.041430678218603134,1.3850963115692139,
tikhonov,False,False,random,val,0.1,nan,0.0018941921880468726,0.02435985952615738,0.011343870311975479,0.04352231323719025,1.2472174167633057,
tikhonov,False,False,random,test,0.01,nan,0.0009183749207295477,0.014470434747636318,0.0043153464794158936,0.03030470386147499,0.7214834690093994,
tikhonov,False,False,random,test,0.02,nan,0.0011631033848971128,0.015496590174734592,0.004327956587076187,0.034104302525520325,0.6650180816650391,
tikhonov,False,False,random,test,0.05,nan,0.0010821099858731031,0.015058359131217003,0.004277000203728676,0.03289543837308884,0.7181549072265625,
tikhonov,False,False,random,test,0.1,nan,0.0013536314945667982,0.015980252996087074,0.004497317131608725,0.036791734397411346,0.9721066951751709,
tikhonov,False,False,blackout,train,30,0.01,0.00606445362791419,0.04994045943021774,0.03072943538427353,0.07787460088729858,6.966155529022217,
tikhonov,False,False,blackout,train,60,0.01,0.026057640090584755,0.11828606575727463,0.08810072392225266,0.16142378747463226,7.187024354934692,
tikhonov,False,False,blackout,train,150,0.01,0.06996973603963852,0.1929645538330078,0.13875547051429749,0.2645179033279419,5.241723537445068,
tikhonov,False,False,blackout,train,300,0.01,0.09018109738826752,0.2259199321269989,0.16690465807914734,0.3003016412258148,6.086747169494629,
tikhonov,False,False,blackout,val,30,0.01,0.003280775621533394,0.037667952477931976,0.023083001375198364,0.05727805569767952,1.3714008331298828,
tikhonov,False,False,blackout,val,60,0.01,0.020077455788850784,0.10433518886566162,0.07614083588123322,0.14169493317604065,1.2132794857025146,
tikhonov,False,False,blackout,val,150,0.01,0.07247074693441391,0.1935689002275467,0.1338372826576233,0.26920390129089355,1.2077300548553467,
tikhonov,False,False,blackout,val,300,0.01,0.06372739374637604,0.19320717453956604,0.14624866843223572,0.2524428367614746,1.1663503646850586,
tikhonov,False,False,blackout,test,30,0.01,0.0016468795947730541,0.026493413373827934,0.016916807740926743,0.04058177024126053,0.7099864482879639,
tikhonov,False,False,blackout,test,60,0.01,0.01678740233182907,0.09414821118116379,0.06452958285808563,0.12956620752811432,0.601250410079956,
tikhonov,False,False,blackout,test,150,0.01,0.07064930349588394,0.1889205425977707,0.12533164024353027,0.265799343585968,0.6458151340484619,
tikhonov,False,False,blackout,test,300,0.01,0.0703481137752533,0.19203275442123413,0.13546249270439148,0.2652322053909302,0.691716194152832,
tikhonov,False,False,maintenance,train,1,0.01,0.09259974956512451,0.2363290637731552,0.1901881992816925,0.3043020963668823,7.609965562820435,
