,experiment,size,mse,mae,rmse,medae,train_time,eval_time
0,Experiment.RANDOM,,0.006998339029037902,0.050161422823629974,0.08365607586444575,0.024005723126107548,150.5941503047943,61.22332763671875
1,Experiment.BLACKOUT,30.0,0.007910919194822875,0.05494592577810119,0.08894334823258497,0.031823523853442705,141.41641449928284,56.91307067871094
2,Experiment.BLACKOUT,60.0,0.010038394916517462,0.05582681020930531,0.10019179066429276,0.027285690400096218,143.98143315315247,57.3570339679718
3,Experiment.BLACKOUT,150.0,0.009858353227807275,0.05970732393753454,0.09928924024186747,0.03361952924868121,141.69838309288025,59.307769536972046
4,Experiment.BLACKOUT,300.0,0.008842400191430745,0.06445318875710332,0.09403403740896561,0.041698438594228365,145.14478468894958,56.152148962020874
5,Experiment.MAINTENANCE,1.0,0.01012864387767991,0.05718959599689331,0.10064116393245812,0.03169540427035872,141.5803735256195,57.221694231033325
6,Experiment.MAINTENANCE,2.0,0.12703074514865875,0.22384503483772278,0.35641372203826904,0.10319091379642487,141.39214944839478,7.621175050735474
7,Experiment.MAINTENANCE,7.0,0.002878860969485561,0.0376849391366791,0.05365501812026123,0.02433520084620974,135.90089297294617,57.18575930595398
8,Experiment.MAINTENANCE,14.0,0.004218142010823166,0.04300612197396308,0.06494722481232872,0.030103777204395388,144.80208110809326,66.522292137146
